,name,titles,rating,comments
3094,Ravi,What a device...5 star,4,Unmatched quality
3095,Abhishek,Fraud by Amazon,2,Amazon not give any Amazon pay balance as promised while purchasing this project..with this product 1000 pay balance not credited in my wallet
3096,Ravi,Very disappointed,4,"Bought this phone 14 months ago. It has suddenly stopped working, I haven't dropped it or caused any other physical damage. I am not able to get it repaired and the service center has recommended me to buy a replacement for 43,500 rupees. This is simply unacceptable as even the initial EMI payment for the phone has not been completed yet. Why should I buy a replacement mobile when the mobile I purchased has stopped working through no fault of mine? The famed ""reliability"" of Apple products was just a myth. Very disappointed with both Amazon and Apple."
3097,Abhishek,Working fine,2,It’s a nice product
3098,Ravi,My first I phone,4,Simply awesome!! Great deal indeed.. Thanks a ton!! Dear Amazon Loveyou to the moon and back🙋‍♀️
3099,Abhishek,Best Product,2,Good
3100,Ravi,Worth buying,4,Worth it i don't find any issues till now im happy with the purchase
3101,Abhishek,Best deal,2,Thanks to amazon for giving me best deal and i got my iPhone 11
3102,Ravi,Awsm phone with premium design,4,Best iphone ever to buy
3103,Abhishek,Camera & Performance,2,Performance is absolutely amazing. Camera & battery back is nice. I loved it.
3104,Ravi,bestest beast in it's purest form.,4,don't hesitate to grab your hands on such a beautiful half eaten apple...i'm in a love with thi beauty.
3105,Abhishek,No problem with phone but what's promised that has not been provided,2,As a caption your are supposed to sent earpods not airphone... This amazon deal was not upto the mark
3106,Ravi,Good,4,Good
3107,Abhishek,iPhone is iPhone,2,iPhone cannot be compared to any phone ...... Amazing
3108,Ravi,iPhone 11 - After 2 weeks of usage,4,Thanks #Amazon for the wonderful productUpgraded from iPhone X to iPhone 11Thanks Apple brand does the good job always
3109,Abhishek,Iphone 11 is a beast,2,Iphone 11 is way Better then any iphone ❤️ Premium product for a reason.
3110,Ravi,Awesome,4,Ultimate
3111,Abhishek,Listen !,2,Strategically perfect
3112,Ravi,Trust is Amazon ❤️,4,Thankuuu amazon for the best deal for iPhone 11 superb product. Thank you so much 😊 🥰😍😍
3113,Abhishek,its good time to have iphone 11. it is a really a nice one with great quality.,2,its good time to have iphone 11. it is a really a nice one with great quality.
3114,Ravi,"Performance, speed and never hangs",4,Reviewing after almost 3 months. Just 2 words Fantastic phone.
3115,Abhishek,Dont believe any negative review about amazon delivery,2,All things were perfect and package and iphone box also were in proper manner and sealed pack.
3116,Ravi,Awesome,4,Very nice phone.Thank you Amazon for great discount got it for 46000 in Great Indian Festival at Amazon
3117,Abhishek,Perfect phone !!!!,2,Everyone always know....it’s a great to phone buy ...camera and stereo speaker are simply perfect !!!!
3118,Ravi,Go for It!,4,"Amazing purchase. Loved it completely. Was confused between OnePlus, Samsung phones and IPhone. I am glad that I chose Iphone 11."
3119,Abhishek,A combination of Face recognition and finger print reader would have been more useful,2,Excellent for all intended uses. Only a bit heavier than the previous versions used.
3120,Ravi,Average phone!!!,4,"It’s just an ok phone with an Apple logo...Otherwise features are average, charging this phone takes ages, this is my first IPhone and I am regretting it...one may buy oneplus etc for better features and experience"
3121,Abhishek,Perfect,2,Everything was great!! Thankyou
3122,Ravi,Thankyou..😊,4,All good as already uaing XR there is jot much difference in both. Just same as well price differenece from amazon and market is different.
3123,Abhishek,BEST INVESTMENT,2,Nothing To say Iphone can never be compared
3124,Ravi,User interface,4,Must buy phone....I was big time android admirer but now iphone 11 have changed me
3125,Abhishek,Simply amazing. Go for it!,2,Don’t doubt your decision about getting this iPhone ever. Every aspect of this phone is amazing.
3126,Ravi,Awesome mobile phone experience,4,Great phone as always. Only thing I wish if we have a better battery life
3127,Abhishek,Barbad,2,Feeling ill because now I am left only with one kidney .
3128,Ravi,Nice,4,Amazing
3129,Abhishek,Overpriced products,2,Higher  prices for iphoneYou will get better quality in lesser price go for one plus
3130,Ravi,Good for all,4,I few word this thing is awesome evey thing is perfect
3131,Abhishek,Dont Buy iphone from amazon,2,I purchased iPhone last year in oct during great Indian festival. This seller sells defective products. My phone is having  multiple issues. I noticed this after the return period. I have issues with charging slot. Whenever I connect the charging cable it shows accessory is not supported. And when i connect earpods the it automatically goes to loudspeaker. Sometimes the touch screen never responds. And after few months battery performance is pathetic. So please buy apple products from an apple store or authorised reseller and not from amazon. When I contacted apple support they asked me to visit near by authorised service centre. And for getting  this issue fixed it might take 1 month or more. I have to Leave my phone with them. This is totally a waste of money.
3132,Ravi,Best Iphone,4,I have recently switched from android to IOs. I can say it's worth every penny I bought..
3133,Abhishek,Superb Phone,2,"No lags, perfect finish, premium"
3134,Ravi,I luv I phone,4,iPhone 11- Worth for money product
3135,Abhishek,Vera level,2,"Battery 5/5, camera 5/5 but power adapter & ear phone are missing"
3136,Ravi,Lovely,4,I like it
3137,Abhishek,Do not buy from Amazon,2,Do not prefer to buy on Amazon.The phone is good but I received it with scratches and fingerprints all over the phone.
3138,Ravi,Best Buy iphone!,4,"Awesome phone!! Specially if you’re upgrading from an older iphone! Absolute value for money! You get the best camera on any phone, best battery life with the fastest iphone processor at a very reasonable price (in iphone standards). There is absolutely no reason to not buy this phone!"
3139,Abhishek,Worth for money,2,"Really awesome , best camera , performance and decent battery but miss the telephoto ( only 5x zoom)"
3140,Ravi,Great phone.,4,Awesome phone. Bought for 53k (128GB version) during Amazon sale.. Everything is perfect about the phone.
3141,Abhishek,It's good,2,It's good if you want to buy it then buy it .
3142,Ravi,Good,4,Good
3143,Abhishek,Fabulous,2,Just Awesome its really an awesome phone.... Enjoyed the look and the colour is pretty good...
3144,Ravi,What's the solution,4,After 2months and 5 days my phone starts problem like turning on and off automatically and my speaker is dead near charging point
3145,Abhishek,iPhone best,2,First time in delivered faulty pices but I replaced amazon by new iPhone so I m happy
3146,Ravi,Best,4,"Best phone, Got it for 40k after exchange and its worth it."
3147,Abhishek,Superb,2,Excellent 👍👍
3148,Ravi,fast delivery,4,It took only 2 days after the order to get this phone. Working fine as expected. No issue so far... Face detection is excellent.
3149,Abhishek,Over all good exprience,2,This product I got with less price with high quality so it's good exprience.
3150,Ravi,Excellent,4,Very good
3151,Abhishek,It's safe to buy on Amazon,2,Best phone .Most importantly phone gives Premium feeling...but battery is less
3152,Ravi,"URGENT RESPONSE NEEDED  NEW  iphone 11  NEW, messed up the DATA could not complete  ??",4,"The person who came , '' messed up while collecting old and completing the new one '' even now it is '' npt completed and unable to proceed ''  '' uploading to icloud  PAUSED '' ETC, SMS OF THE PAST HAS BEEN DELETED ?? KINDLY send  send body who knows this MOBILE  ........URGENTi am shoked no body has aproached  for '' help and rectify '' it is already few days and not able to use the item ??"
3153,Abhishek,Good,2,It’s really good product
3154,Ravi,Worth the money,4,Battery lasts for 2 days for an average usage which is better with iphone
3155,Abhishek,iphone 11 128 GB - Purple,2,It’s good
3156,Ravi,Internet settings,4,My phone's network settings aren't working properly. Either mobile network or WiFi nothing is being working on my phone @amazon.in
3157,Abhishek,Box is dented,2,The phone is awesome buttery smooth but the box is dented they didn't carry the box safely.
3158,Ravi,Value for money,4,Value for money
3159,Abhishek,Really worth buying,2,"Awesome phone really, upgraded fromiPhone 6 to iPhone 11."
3160,Ravi,Fake USB cable,4,USB cable doesn’t meet apple standards. It’s fake
3161,Abhishek,Security,2,Amazon Ensures the security of the product. Phone is working well. No issues.
3162,Ravi,Liked it,4,Super cool
3163,Abhishek,Worth it.,2,"                    The media could not be loaded.
                



 Love it"
3164,Ravi,Really Good product ❤️❤️❤️,4,Its really good Product but You should give atleast one Tempered glass with this phone
3165,Abhishek,I phone good work and value of money,2,"                    The media could not be loaded.
                



 Good phn nd use is easily,first time shoping on Amazon,so goog experience"
3166,Ravi,Worth every penny!,4,"An absolute stunner, switched from iphone6 to 11. Enjoying the tremendous change, specially the battery 😀"
3167,Abhishek,Best mobile,2,Best mobile if one can affort. I took 10 years to shift from android to iPhone but now I am happy that my money hasn’t gone waste
3168,Ravi,Display A One,4,Good Phone Quality A One PhoneCamera 5=5Touch 5=5Looking 5=5Nice pic
3169,Abhishek,Niceeee,2,Very good performance
3170,Ravi,Super product,4,Super product
3171,Abhishek,Fabulous,2,"Good price !! I have purchased original apple device IPhone 11,through by Amazon great Indian festival offers"
3172,Ravi,Nyc,4,Best iphone ever
3173,Abhishek,"Apple, the name is enough",2,"Super fast, super smooth and fantastic Camera"
3174,Ravi,Worth buying product,4,"I got everything what I have expected from the phone. Perfect camera, battery, and as always a best experience of performance.."
3175,Abhishek,very nice and beautiful,2,Awesome 👌
3176,Ravi,Best,4,Best smart phone
3177,Abhishek,One of the best IPhone...,2,Camera quality battery backup everything is good
3178,Ravi,Osum,4,Good and best
3179,Abhishek,Horrible experience,2,Just don't buy iphone from online. I didn't listen to the negetive reviews. Now regreting. Phone is not a new phone. It is an much older version which has been updated jut to make us fool. New phone is slow like hell. Siri is not working. The custmer care is not helping to return the phone. I just wasted my money.
3180,Ravi,Okay,4,Okay
3181,Abhishek,product is awesome and delivered really fast,2,the product was delivered in good shape with all the box contents intact as given in the description
3182,Ravi,Steal for the price,4,Purchased it on Great Indian festival sale 2020... it’s a steal for a price of 52000/-
3183,Abhishek,Nice for this price... you know apple,2,Now it come with lowest price so you have to go for it
3184,Ravi,Marvellous,4,Really very good product. Value for money. Received original product. Feeling very happy
3185,Abhishek,Loved my iphone11.,2,Loved my iphone11.
3186,Ravi,Heating too much,4,"It's heating too much while charging, and where there is poor internet connection"
3187,Abhishek,Smart investment,2,"Iphone 11’s battery possesses a really great real time battery backup, amazing picture quality and great dynamic dolby surrounding music quality speakers. And all other feature that justifies it’s price value. So, blindly go for it guyss."
3188,Ravi,Good,4,Nice
3189,Abhishek,Good Product,2,Camera quality is excellent but the battery life is the sad part and charger is to cry for (slowest charging)
3190,Ravi,Best Iphone,4,Product is genuine took it from appario retail received the product as mentioned will update review after usage
3191,Abhishek,value for money,2,"                    The media could not be loaded.
                



 Awesome phone even after 1.5 year"
3192,Ravi,Totally different experience,4,Battery is better than previous iPhone. And camera is awesome and night mood is incomparable.
3193,Abhishek,Awesome phone😊,2,"Superb camera, battery life is also good, depends on the way we use phone..."
3194,Ravi,It's an iPhone man!!,4,Never thought I'll buy an iPhone very soon😅Thanks to Amazon for such a great deal!
3195,Abhishek,Bettery life is not good,2,I am not satisfied with the bettery life
3196,Ravi,A perfect Apple product!,4,A proud owner of iPhone 11. Everything ranging from hardware to software works amazing. Quality product. Highly recommended.
3197,Abhishek,Pay for the name.,2,Lcd display and internet connectivity compared to similar priced android phones is very low. As you all know 30k for phone and 40k for brand name.
3198,Ravi,Happy For the Product,4,Awesome phone and package was very nice phone got at a good price ..thank you so much amazon
3199,Abhishek,I loved to use IPhone,2,Product is genuineEspecially I like the fast delivery it’s really good.
3200,Ravi,Superb performance,4,Excellent performance 5/4 camera.5/4 battery life .5/4 face recognition..overall best iPhone but hike price
3201,Abhishek,Worth it!!,2,The phone has amazing features and specs. Worth the price.
3202,Ravi,Inphone 11,4,Mobile is too gud but the chrging is too slow.Charger is not a fast charger
3203,Abhishek,"Excellent phone, excellent deal from Amazon",2,This is an excellent phone. Amazon gave an excellent deal during shopping festival.
3204,Ravi,Go for it you are thinking about best mobile in this era,4,"Value for money, if you are thinking for iPhone then don’t bother just go for it."
3205,Abhishek,Best quality,2,Best iPhone product delivered by Amazon I recommend to buy from here best and genuine product.
3206,Ravi,Super Iphone,4,Iphone always super anyway... This green is awesome in iphone 11.... super phone in recent iphones...
3207,Abhishek,Colour,2,Totally in love with this colour 😍 if u want to buy i phone 11 then this colour is perfect 🙈
3208,Ravi,I like the products but no AirPod is included.......,4,In the offer AirPod will there but not AirPod is not included why is it .......
3209,Abhishek,Most powerful iPhone yet,2,I like everything of this phone . 👍🏻
3210,Ravi,Great!!!,4,Its the next good iphone after 6.
3211,Abhishek,Simply Awesome,2,Awesome mobile... came for 49999. Thanks to Amazon. Camera is amazing and good battery life.
3212,Ravi,Best because of it class.,4,"Moved from Android to IOS after a very long time. Go for it, you won’t regret it."
3213,Abhishek,Eye Candy...,2,It’s Apple that’s all!!!
3214,Ravi,Best Phone,4,Great mobile ;) mu first iOS experience ! Loved it ❤️❤️ Apple is Best in Everything!!
3215,Abhishek,Good,2,Good
3216,Ravi,Excellent Service,4,Very Very Happy with the service delivered before timePerfect condition and qualityThank You Amazon
3217,Abhishek,Awesome,2,"Happy with the purchase! Original product received. No issues , everything is just awesome!"
3218,Ravi,Awesome,4,Awesome camera awesome product value for money and there is no scam I got original product
3219,Abhishek,Worth the money,2,"Overall a good product, worth the money . Smooth use,fast, scratch resistant, superb camera, everything is good."
3220,Ravi,Over all exllent and good perfomance,4,"Exllent camera quality , faster than any other devices i used before but it is too costliest"
3221,Abhishek,Worth it,2,"                    The media could not be loaded.
                



 Worth buying in 2021...its still lit🔥"
3222,Ravi,Amazing product,4,"Great product , no heating up issues , you should surely buy it through amazon"
3223,Abhishek,I didn't receive the airpods as per the offer,2,I was led to believe that with iphone 11 an airpod would be included but it was not included except the airphones...little disappointed
3224,Ravi,Good buy,4,"                    The media could not be loaded.
                



 Loving the colour! Great buy. However it heats at times. Idk why. Otherwise amazing camera."
3225,Abhishek,🙃,2,In love with it
3226,Ravi,Good service,4,Good service by amazon.
3227,Abhishek,Gud phone,2,Battery life prblm baaki sab sahi hai
3228,Ravi,Good One,4,Too expensive.
3229,Abhishek,Excellent as you would expect from Apple,2,The facial recognition makes unlocking simple. A little big for men’s pockets though and may be a deterrent for some.
3230,Ravi,Good product,4,Good product
3231,Abhishek,Wonderful business Phone with amazing camera,2,Really a wonderful phone .its camera quality is amazing. good and secure phone for business purpose
3232,Ravi,Absolutely awesome!!,4,Go for it without any second thoughts!!
3233,Abhishek,Excellent,2,Packing was excellent quite it took little late to delivery other than delivery just enjoying with 11
3234,Ravi,💛,4,"Nothing to see, Ppl you know  well about IPhone ❤"
3235,Abhishek,Great one!!,2,"Great product, no problems till date. Camera quality is increased and battery life is also pretty decent. Overall happy with the product"
3236,Ravi,Overall nice quality.,4,"It's camera is protruded which may get scratches once placed on some object. Also, phone is bit slippery."
3237,Abhishek,Great experience genuine product received 😊,2,Amazon experience is so goodFastest delieveryIphone 11 best phone and budget phone in 2019-2020Purchased on apple days saleThanks amazon😊
3238,Ravi,Good Product...,4,"As u are aware apple products are of good quality, there’s noting else to talk about. Delivery service was excellent too. Good Overall..."
3239,Abhishek,Happy with the product.,2,"I am very happy with the product and delivery system, totally satisfied."
3240,Ravi,Brand,4,Value for the money
3241,Abhishek,Dammm!!,2,Its really good to hand❤️ ....and also ita an iphone so nothing to say about its performance❤️
3242,Ravi,Best price,4,Awesome
3243,Abhishek,Awesome phone,2,Awesome phone in this budget
3244,Ravi,Super Phone,4,Iphone 11.... ❤️ what else you want... Go for it superb Phone... no issues all fine... working GOOD
3245,Abhishek,A big thumps up for the product and amazon!!,2,I really love this particular purple colour of this iphone!! Must buy!! Great offer by amazon!! ❤️❤️
3246,Ravi,Must buy phone and thanks to Great India Amazon Sale,4,"Overall experience of iphone 11 is amazing. Nice camera, super smooth touch, amazing design."
3247,Abhishek,Good phone value for money,2,Just perfect product value for moneyDont buy pro or pro max its not worth itThis dose all job
3248,Ravi,iPhone 11 Good Device,4,Very Good Device and Good Performance
3249,Abhishek,Go for this phone not pro model .,2,Go for it. Amazing battery and camera. Display is good . IOS is mind blowing
3250,Ravi,Good,4,Gud
3251,Abhishek,Good Product,2,"                    The media could not be loaded.
                



 Very nice product box included with charger and apple ear phones, i have ordered Iphone 11 white"
3252,Ravi,Please use fast charger 20 w adapter to charge,4,Camera I liked battery life is decent
3253,Abhishek,Very nice iphone,2,Very nice iphone i love it battery backup its good cameras quality like dslr👍
3254,Ravi,Good Phone!,4,"Great phone considering the price. Typically Apple, everything works as expected. However, Face ID can be much better. Overall, a great phone!"
3255,Abhishek,Best,2,Overall 1 day
3256,Ravi,I loved it,4,It’s an brand new iPhone I loved it
3257,Abhishek,Good phone,2,Good phone battery backup is good camera is also good. 10/10 👍🏻👍🏻
3258,Ravi,beyond expectations,4,"If you want to use ios device go for thishas good battery life, camera, performance"
3259,Abhishek,Awesome,2,Amazon prime sale is awesome. Got this beauty of a phone in very affordable price for this segment. Worth a phone.
3260,Ravi,"Apple iphone 11 is beast, all other are chip",4,"I love it, phone is beast, both photos take in night. Go for it"
3261,Abhishek,Splendid product from Apple.,2,Needless to say. Very happy with the phone. Using it for a week now. In love with it. Highly recommend.
3262,Ravi,Smoother than butter😜,4,"In ❤ With A13 Bionic, Latency, Smoothness, Camera, User Experience, Optimization, Build Quality, and much more."
3263,Abhishek,No earpods and adaptar,2,iPhone 11 is cool but this new packing from Apple without earpods and adapter
3264,Ravi,Amazon sells fake phone,4,This isn’t a real iPhone.Amazon is seeking duplicate iPhone I guess. My friends had bought iPhone along with me from apple’s website and it’s working absolutely fine with best quality of camera and battery life being 98%. Whereas the iPhone I bought from Amazon has only 82% battery life today. Really a pathetic experience with Amazon. I will never ever buy electronic items from Amazon after this. Wanted to write this review long time ago. Please don’t buy any electric items from Amazon. I think it’s mostly fake products .
3265,Abhishek,Highly satisfied and recommended,2,Great product !!
3266,Ravi,Superb mobile,4,Superb mobile. Received on 21 and found ok. If you are thinking to buy then go blindly.
3267,Abhishek,Amazing phone,2,Thankyou amazon the phone is great the delivery time was bit late but overall great experience.
3268,Ravi,Great phone with much money,4,I am using this phone for gaming and also Using it as my primary phone . There is no problem . The best thing is it’s smoothness and also the apple logo ☺️
3269,Abhishek,Great product,2,Great product and super fast delivery by Amazon. This was my first mobile phone purchase online.
3270,Ravi,Need I to say anything about iphone ?!!!,4,What to say on an apple product !!! It’s class apart.
3271,Abhishek,Apple i phone 11 green through Amazon,2,Everything so far is quite good about this phone. So no scope for delivery or anthing.
3272,Ravi,First time iPhone user,4,"Just a perfect, all round phone with every important smartphone feature implemented nicely.  Forget all the specs hype and get this for straight up simplicity, great battery life and fantastic optics."
3273,Abhishek,Overall gud phone,2,Pros : very good camera and water resistantCons: if you have video call on whats app it will drain ur full battery in 2 hrs battery backup should have been increased
3274,Ravi,Loved it,4,Awesome product
3275,Abhishek,"Not good, feels similar to android phones in 20-25 K category",2,"if you are an android user, you will have many letdowns. first and formost home button, back button, close all options. camera does not seem out of the world compared to other android phones 20K range. you will have to loose whatsapp chat completely, lot many features for users which are simple in android are either not there or you have to learn to use it in a different way.in summary if you are a decade old android user, you will not be comfortable"
3276,Ravi,The best,4,The best
3277,Abhishek,It's safe to buy mobile phone on Amazon,2,"Awsome Device in the price of just 55k only , I m loving it"
3278,Ravi,Good,4,Good
3279,Abhishek,Gr8,2,Good phone
3280,Ravi,😊,4,Better
3281,Abhishek,Battery,2,Battery life not the best
3282,Ravi,Nice,4,Nice product. Came with charger and earplug. Basic temp phone case was missing.
3283,Abhishek,Amazing phone,2,It is perfect phone
3284,Ravi,Must Buy!,4,Awesome packaging and looks good.. best part is it is manufactured in India.. Face id and Battery life looks good.. must buy!
3285,Abhishek,Happy to have iPhone11,2,I am fully satisfied with the phone performance so far . It is great upgrade .People who are already using iPhone 4 to 8 can upgrade to iPhone11. It is nice phone indeed .
3286,Ravi,Best phone in this segment,4,The best phone one can have it. All the specs snd features are just amazing
3287,Abhishek,you should fall in love with apple atleast once in ur life,2,its bot worth a penny if it doesnt have this camera
3288,Ravi,Iphone11,4,Battery life is more than 1day with InternetCamera quality is very goodFace recognition is super fast
3289,Abhishek,iPhone 11love,2,My first pic @ iPhone 11 love cemera awesome Face ID is so fast
3290,Ravi,Average,4,Work mode is not thereSwipe up after face unlock is repetitive and irritatingCamera is not that great for 50k price
3291,Abhishek,Love iphone 😍😍,2,Just wow😍😍Upgrade from redmi 6 pro to iPhone 11📱 😍😍 best camera best mobile ever
3292,Ravi,Fantastic,4,Such a quick delivery from Amazon...!! iPhone 11 purple was amazing and battery life was exceptional...!!
3293,Abhishek,Superb gadget,2,Superb mobile.... Now world is my hand
3294,Ravi,Awesome phone,4,Amazon did really fast delivery and phone was delivered very safely. I phone 11 is amazing..
3295,Abhishek,iPhone price drop faster,2,I like the most is camera and face id
3296,Ravi,Camera outstanding,4,Camera and processor is impresing
3297,Abhishek,Appearance,2,everything is perfect but it was written to get ear pod but i got earphone.
3298,Ravi,Incredible phone,4,Pros -Great camera with night modePowerful processorIP68 ratingBatter backupCons-5w chargerNo 3.5 mm jack
3299,Abhishek,Excellent,2,Good
3300,Ravi,A must buy Apple product....considering past products,4,Battery life has been improved from last versions...face id function is very smooth...
3301,Abhishek,Best iPhone Ever,2,Best iPhone Ever
3302,Ravi,Luvly piece of technology 🤩,4,Feels greag to havinv dis beauty 🥰🥰
3303,Abhishek,Not found good,2,Not found as value to money.
3304,Ravi,Such a price full very average phone,4,Very average phone nothing extraordinary to share
3305,Abhishek,Worth in this price 👍,2,"Reviewing after using 2 months.No words for the quality and camera of this product, it is just fabulous.Price is quite cheap than other models.Display could have been OLED.Battery life is good."
3306,Ravi,My fav I phone,4,I phone 11 is awesome product.Amazon shopping is most exciting.
3307,Abhishek,Money,2,Good
3308,Ravi,Not a great phone,4,"The touch is intermittent...sometimes great... sometimes doesn’t respond. Heavy. Network receiver not working properly. What else to say... feeling cheated....After one month.....Now it’s been over a month since I have been using it and I feel that it’s the worst product from Apple. I don’t know what’s the reason but even after two updates, I feel that the touch is not working well and it keeps hanging on. The camera is not very wow but works well (looking at the price it’s not something really great...this much is expected at least). Also, the Face ID doesn’t work most of the times. And it takes more than 5 seconds to realise that it now needs to show up the regular pin/pattern to unlock. Even otherwise, I personally don’t find Face ID to be successful. To be true my four year old nephew finds it really easy to open this as he would keep my phone ready to capture my attention and would say something that would lead me to look at the phone unknowingly."
3309,Abhishek,Good looking,2,I dono much about iphones... but it looks great to gift it to family
3310,Ravi,Feedback of my phone,4,"Battery- Good, face recognition- super, phone quality- Excellent. I’m proud of use this phone. Amazon service- Excellent."
3311,Abhishek,Must buy,2,Very good phone from Apple
3312,Ravi,Thanks for not sending me the clone device as scene in videos,4,Liked
3313,Abhishek,♥️😍,2,Best iPhone 📱
3314,Ravi,Trustable shoping site👍🏻,4,Verry nice and genuine product thanks to you amazone lots of love ❤️❤️❤️❤️
3315,Abhishek,Aosom product,2,Very impressed with this phone i am a iphone user since 5 years
3316,Ravi,Amazing Purchase.,4,Awesome deal from amazon. Got The Product at INR 47999. Amazing Deal and Amazing Product.
3317,Abhishek,No airpord ? How to get it?,2,I didn't received my air pod !?Updated like air pod free ?
3318,Ravi,Good phone but too much brand fee,4,Apple is only known for brand nothing. I don't know what is the reason they are not including fast charger I bought this phone at 65000 but they cannot include a charger 2 charger I hate this if you listening Apple then please include a good charger and then reduce the price
3319,Abhishek,Great phone,2,Good and quality product
3320,Ravi,Worth it but plz include a fast charger in the box.,4,"Wow...totally worth it. But plz apple, next time you launch a iphone plz include fast charger.camera is amazing, battery life is superb , phone is snappy to use. overall a good buy."
3321,Abhishek,Excellent,2,No comments !! Apple is always meet the expectations no matter what.
3322,Ravi,Iphone 11 Best.,4,Everything good with my iphone 11.Problem in clicking pictures when on low light
3323,Abhishek,Dream phone ❤️,2,Thank you amazon for offering the best price for this phone...just amazing ❤️
3324,Ravi,Great product,4,I like it
3325,Abhishek,Amazing phone,2,Great product loved it and delivered on time worth it what I spent on it.
3326,Ravi,WORTH IT!,4,It goes without saying that green is one the best colour options to choose from and the product has me surprised in terms of build and quality.
3327,Abhishek,Battery Issues,2,This phone is amazingBut the battery capacity drops too fast
3328,Ravi,Simply The Best,4,Best budget friendly iPhone to buy. The display could have been better. Rest everything is beyond comparison. Overall worth every penny.
3329,Abhishek,MET THE EXPECTATIONS.,2,No regrets for paying higher amount than other brands.. 100% satisfied.🙌🙏
3330,Ravi,Once again iPhone 11 is undisputed winner,4,"Battery life is improved considerably compared to previous models, recent iOS 14 makes this phone at par with excellence."
3331,Abhishek,Awesome,2,It’s eSim sim slot is new for me otherwise overall good phone at suchlike price
3332,Ravi,Cool phone to own,4,Loving the phone
3333,Abhishek,Nice,2,Good one
3334,Ravi,Battery health,4,My battery health goes down 1% in just one and half month what should I do??
3335,Abhishek,Worst camera front and back,2,Worst experience with camera i never expected this worse experience in camera other things are super cool but i came to know after 5 months by comparing it with my friend iphone 11. Bought XR and even that has lock button issue instantly locks!! Dont buy online guys buy it in store and when u purchase do compare the phone with other iPhones if it you will be fooled.!!
3336,Ravi,Best product,4,Thanks amazon for delivering this amazing iphone.im happy about your service . i feel good
3337,Abhishek,Best,2,Best in segment
3338,Ravi,Airpod,4,As per discription mention air pod but i received wired ear pod. I don't know why i have not received
3339,Abhishek,camera,2,"                    The media could not be loaded.
                



 best"
3340,Ravi,Battery life not good,4,Overheating when gaming
3341,Abhishek,Simply go for it,2,Great purchase
3342,Ravi,Face ID is not working,4,"My Face ID recognition is not working. Spoke with Apple customer care, their instructions didn't work, later went to the iPhone service center too,  They said it might be a hardware problem, and asked us to return the phone since I bought it today, But I can't able to return the mobile in amazon. They said 30 days replacement warranty. But when I choose the replacement option, they ask me again to talk with the customer care. poor service amazon"
3343,Abhishek,Would love to❤️,2,"Look at my new phone, and its sweet color!! Thanks to Amazon and the special guy who gifted me this phone! This is a great choice❣️"
3344,Ravi,Graet Product,4,Got a greta offer during Diwali Sale 2020. Indeed a good buy.
3345,Abhishek,Great product with special discount on Amazon,2,Superb results against battery and camera as compared to IPhone X
3346,Ravi,"Nice product, as Expected.",4,"Amazing product, got it with charger and EarPods included."
3347,Abhishek,Brand,2,"No words to say About this Phone ,It is truly Beast Mobile🥰 ,Just Awesome 😍😍😍😍😍"
3348,Ravi,Good,4,Good
3349,Abhishek,Amazing experience,2,Being the first time apple user i had great exp with iphone11. Can’t find any cons.
3350,Ravi,Just I want too say wowww.....,4,"Fingerprint reader is amazing, battery life is awesome, camera quality is wooowww...."
3351,Abhishek,Thanks Amazon,2,Love the product.... super fast delivery by Amazon... go for it....100% original product ....
3352,Ravi,Value for money,4,Very very nice product
3353,Abhishek,Superb Battery Backup,2,Best in Class...
3354,Ravi,Good Iphone But Delayed Service,4,I got my iphone 11 but not in expected date.... rest everything is good.....
3355,Abhishek,Gret camera quality,2,Gret camera quality and good service but not happy with delivery agency it’s too late
3356,Ravi,Awesome!!!!*****,4,Wordless.Amazing.Thanks amazone.One only problem I faced was the slow delivery
3357,Abhishek,first time ios user,2,iphn 11 is awesome..battry...5starcamera4starscreen4starspeaker5starios 5starover all bohut hard
3358,Ravi,Beautiful,4,"Thank you appario retail pvt ltd for delivering a genuine product. iPhone 11 is just wow, love it"
3359,Abhishek,Worth buying although highly priced,2,Very nice although high price but very nice performance
3360,Ravi,Great experience,4,Great battery life and good quality of cameraSounds quality is also amazing
3361,Abhishek,perfect gift for me,2,Best price i got the phoneAnd delivered before time..Thanks Aamzon..
3362,Ravi,Good product,4,Very good product and i got heavy discount on this. So totally satisfied
3363,Abhishek,If you don't have an iPhone then you don't have an iPhone,2,If you don't have an iPhone then you don't have an iPhone
3364,Ravi,Battery sucks ! If you’re a gamer!,4,Video quality will blow your mind ! Battery sucks in heavy gaming !
3365,Abhishek,Except camera.. Rest excellent,2,Excellent mobile i love it
3366,Ravi,Bettr than xr,4,Till today battery life is awesome
3367,Abhishek,Superb,2,Superb
3368,Ravi,Heavy Purchase,4,After using iPhone6 only cons is weight. Apart from that iPhone rocks
3369,Abhishek,Good product,2,Camera quality
3370,Ravi,Excellent,4,So far it is performance is excellent and no issues.
3371,Abhishek,I want wireless AirPods as shown while ordering,2,I have received wired ear phones instead of wireless AirPods. This is very bad.
3372,Ravi,iPhone 11 : Awesome and Secured IPhone,4,Apple always come with Good product and quality . Technology wise always better than other Mobiles .iPhone 11 is good mobile with more privacy and secure data .camera is awesome  both front and rearStrongly recommended .
3373,Abhishek,Delivery boy CHEATED,2,Product is good but delivery boy cheated which Marks fault on Amazon brand
3374,Ravi,I phone 11,4,No chargers or headphones with this phone!
